id,type,num_vehicles
357625,"['Motorcycle', 'Motorcycle']",2
357626,"['Car', 'Car']",2
357627,['Car'],1
357628,['Car'],1
357629,"['Car', 'Car']",2
357630,['Car'],1
357631,"['Car', 'Car']",2
357632,['Heavy_Vehicles'],1
357633,"['Motorcycle', 'Car']",2
357634,['Heavy_Vehicles'],1
357635,"['Motorcycle', 'Car']",2
357636,['Other'],1
357637,"['Motorcycle', 'Car']",2
357638,"['Motorcycle', 'Car']",2
357639,"['Car', 'Car']",2
357640,"['Pedalcycle', 'Car']",2
357641,['Car'],1
357642,['Car'],1
357643,"['Car', 'Car', 'Car']",3
357644,"['Heavy_Vehicles', 'Car']",2
357645,['Pedalcycle'],1
357646,"['Car', 'Car', 'Car']",3
357647,['Other'],1
357648,['Heavy_Vehicles'],1
357649,"['Car', 'Car']",2
357650,"['Pedalcycle', 'Car']",2
357651,"['Car', 'Car', 'Car']",3
357652,"['Car', 'Car']",2
357653,"['Car', 'Car', 'Car']",3
357654,"['Car', 'Car']",2
357655,['Car'],1
357656,"['Pedalcycle', 'Car']",2
357657,['Car'],1
357658,"['Pedalcycle', 'Car']",2
357659,"['Car', 'Car', 'Car', 'Car']",4
357660,"['Car', 'Car']",2
357661,"['Car', 'Car', 'Car', 'Car']",4
357662,"['Car', 'Car']",2
357663,"['Car', 'Car', 'Car', 'Car']",4
357664,['Heavy_Vehicles'],1
357665,['Heavy_Vehicles'],1
357666,"['Motorcycle', 'Car']",2
357667,"['Car', 'Car']",2
357668,"['Car', 'Car']",2
357669,"['Car', 'Car']",2
357670,"['Motorcycle', 'Car']",2
357671,"['Pedalcycle', 'Car']",2
357672,"['Motorcycle', 'Car']",2
357673,"['Pedalcycle', 'Car']",2
357674,"['Car', 'Car']",2
357675,"['Car', 'Other']",2
357676,"['Car', 'Heavy_Vehicles']",2
357677,"['Pedalcycle', 'Car']",2
357678,"['Pedalcycle', 'Car']",2
357679,['Pedalcycle'],1
357680,"['Car', 'Car']",2
357681,"['Pedalcycle', 'Car', 'Heavy_Vehicles']",3
357682,['Car'],1
357683,"['Car', 'Car']",2
357684,"['Motorcycle', 'Motorcycle', 'Car']",3
357685,"['Pedalcycle', 'Car']",2
357686,"['Pedalcycle', 'Car']",2
357687,"['Pedalcycle', 'Car']",2
357688,"['Car', 'Car']",2
357689,"['Car', 'Heavy_Vehicles']",2
357690,['Car'],1
357691,"['Pedalcycle', 'Heavy_Vehicles']",2
357692,['Car'],1
357693,"['Car', 'Car']",2
357694,"['Pedalcycle', 'Car']",2
357695,['Car'],1
357696,"['Pedalcycle', 'Car']",2
357697,['Car'],1
357698,"['Car', 'Car']",2
357699,"['Pedalcycle', 'Car']",2
357700,"['Pedalcycle', 'Car']",2
357701,['Heavy_Vehicles'],1
357702,"['Pedalcycle', 'Car']",2
357703,"['Motorcycle', 'Car']",2
357704,"['Car', 'Car']",2
357705,"['Car', 'Car']",2
357706,"['Pedalcycle', 'Car']",2
357707,"['Car', 'Car']",2
357708,"['Car', 'Car']",2
357709,"['Pedalcycle', 'Car']",2
357710,"['Car', 'Other']",2
357711,['Car'],1
357712,"['Pedalcycle', 'Car']",2
357713,"['Pedalcycle', 'Car']",2
357714,"['Pedalcycle', 'Car']",2
357715,['Motorcycle'],1
357716,"['Pedalcycle', 'Car']",2
357717,"['Car', 'Car']",2
357718,"['Pedalcycle', 'Other']",2
357719,"['Pedalcycle', 'Motorcycle']",2
357720,['Heavy_Vehicles'],1
357721,['Pedalcycle'],1
357722,"['Car', 'Car', 'Car']",3
357723,"['Car', 'Car']",2
357724,"['Motorcycle', 'Car', 'Car']",3
357725,"['Pedalcycle', 'Car']",2
357726,['Heavy_Vehicles'],1
357727,"['Motorcycle', 'Car']",2
357728,['Heavy_Vehicles'],1
357729,"['Pedalcycle', 'Car']",2
357730,"['Pedalcycle', 'Heavy_Vehicles']",2
357731,"['Motorcycle', 'Car']",2
357732,"['Car', 'Car', 'Car', 'Car']",4
357733,"['Car', 'Car', 'Car']",3
357734,['Car'],1
357735,"['Car', 'Car']",2
357736,"['Motorcycle', 'Car']",2
357737,"['Pedalcycle', 'Car', 'Car', 'Heavy_Vehicles']",4
357738,"['Car', 'Car']",2
357739,"['Motorcycle', 'Car']",2
357740,['Car'],1
357741,"['Car', 'Car']",2
357742,"['Pedalcycle', 'Car']",2
357743,"['Car', 'Car']",2
357744,"['Pedalcycle', 'Car']",2
357745,['Car'],1
357746,"['Car', 'Car']",2
357747,"['Motorcycle', 'Car']",2
357748,"['Motorcycle', 'Car']",2
357749,"['Pedalcycle', 'Car']",2
357750,"['Car', 'Car']",2
357751,"['Pedalcycle', 'Car']",2
357752,"['Car', 'Car']",2
357753,"['Pedalcycle', 'Car']",2
357754,"['Motorcycle', 'Car']",2
357755,"['Pedalcycle', 'Car']",2
357756,"['Motorcycle', 'Car']",2
357757,['Car'],1
357758,"['Motorcycle', 'Car']",2
357759,"['Car', 'Car']",2
357760,['Car'],1
357761,"['Car', 'Other']",2
357762,['Heavy_Vehicles'],1
357763,"['Pedalcycle', 'Car']",2
357764,"['Car', 'Other']",2
357765,['Car'],1
357766,"['Motorcycle', 'Motorcycle']",2
357767,"['Motorcycle', 'Car']",2
357768,"['Car', 'Car', 'Car']",3
357769,['Car'],1
357770,"['Car', 'Car']",2
357771,['Heavy_Vehicles'],1
357772,"['Motorcycle', 'Other']",2
357773,"['Car', 'Car']",2
357774,['Car'],1
357775,"['Motorcycle', 'Car']",2
357776,"['Pedalcycle', 'Car']",2
357777,"['Car', 'Other']",2
357778,"['Motorcycle', 'Car']",2
357779,"['Pedalcycle', 'Car', 'Car']",3
357780,"['Motorcycle', 'Other']",2
357781,"['Pedalcycle', 'Car']",2
357782,"['Pedalcycle', 'Car']",2
357783,"['Pedalcycle', 'Car']",2
357784,['Car'],1
357785,"['Motorcycle', 'Car']",2
357786,"['Other', 'Other']",2
357787,"['Car', 'Car']",2
357788,"['Motorcycle', 'Car']",2
357789,"['Car', 'Car', 'Car']",3
357790,"['Motorcycle', 'Car']",2
357791,"['Car', 'Car']",2
357792,['Car'],1
357793,"['Pedalcycle', 'Car']",2
357794,"['Motorcycle', 'Car']",2
357795,"['Pedalcycle', 'Car']",2
357796,"['Car', 'Other']",2
357797,"['Pedalcycle', 'Car']",2
357798,['Car'],1
357799,"['Car', 'Car']",2
357800,['Car'],1
357801,"['Car', 'Car']",2
357802,"['Car', 'Car']",2
357803,"['Motorcycle', 'Car']",2
357804,"['Car', 'Car']",2
357805,"['Pedalcycle', 'Car']",2
357806,['Pedalcycle'],1
357807,"['Pedalcycle', 'Car']",2
357808,"['Car', 'Car']",2
357809,['Car'],1
357810,['Heavy_Vehicles'],1
357811,"['Car', 'Car']",2
357812,"['Motorcycle', 'Motorcycle', 'Car']",3
357813,"['Pedalcycle', 'Car']",2
357814,"['Motorcycle', 'Motorcycle', 'Motorcycle', 'Car', 'Car']",5
357815,['Car'],1
357816,"['Car', 'Car', 'Car']",3
357817,"['Car', 'Car']",2
357818,['Car'],1
357819,"['Car', 'Car']",2
357820,['Car'],1
357821,"['Pedalcycle', 'Car']",2
357822,"['Car', 'Car']",2
357823,['Car'],1
357824,"['Car', 'Car']",2
357825,['Car'],1
357826,"['Car', 'Car']",2
357827,"['Pedalcycle', 'Motorcycle']",2
357828,"['Pedalcycle', 'Car']",2
357829,['Car'],1
357830,"['Car', 'Car', 'Car']",3
357831,"['Pedalcycle', 'Car']",2
357832,"['Pedalcycle', 'Heavy_Vehicles']",2
357833,"['Pedalcycle', 'Heavy_Vehicles']",2
357834,['Heavy_Vehicles'],1
357835,"['Motorcycle', 'Car']",2
357836,['Car'],1
357837,"['Pedalcycle', 'Car']",2
357838,"['Car', 'Car']",2
357839,"['Car', 'Car']",2
357840,"['Car', 'Car']",2
357841,"['Car', 'Car']",2
357842,"['Pedalcycle', 'Car']",2
357843,"['Pedalcycle', 'Car']",2
357844,"['Motorcycle', 'Car']",2
357845,"['Car', 'Car']",2
357846,['Car'],1
357847,"['Pedalcycle', 'Car']",2
357848,"['Motorcycle', 'Car']",2
357849,['Car'],1
357850,['Car'],1
357851,"['Pedalcycle', 'Car']",2
357852,"['Pedalcycle', 'Car', 'Car']",3
357853,['Heavy_Vehicles'],1
357854,['Pedalcycle'],1
357855,"['Pedalcycle', 'Car']",2
357856,"['Car', 'Car']",2
357857,"['Car', 'Car']",2
357858,['Heavy_Vehicles'],1
357859,['Car'],1
357860,"['Motorcycle', 'Car']",2
357861,['Car'],1
357862,"['Pedalcycle', 'Car']",2
357863,"['Pedalcycle', 'Car']",2
357864,"['Car', 'Car', 'Other']",3
357865,"['Motorcycle', 'Car']",2
357866,['Car'],1
357867,"['Car', 'Heavy_Vehicles']",2
357868,"['Motorcycle', 'Car']",2
357869,"['Pedalcycle', 'Car']",2
357870,"['Car', 'Car']",2
357871,"['Pedalcycle', 'Heavy_Vehicles']",2
357872,"['Motorcycle', 'Car']",2
357873,"['Pedalcycle', 'Car']",2
357874,"['Pedalcycle', 'Car']",2
357875,"['Car', 'Car']",2
357876,"['Pedalcycle', 'Car']",2
357877,['Car'],1
357878,"['Motorcycle', 'Car']",2
357879,['Car'],1
357880,"['Car', 'Car']",2
357881,"['Motorcycle', 'Car']",2
357882,"['Car', 'Car']",2
357883,"['Car', 'Car', 'Car', 'Car']",4
357884,"['Pedalcycle', 'Car']",2
357885,"['Pedalcycle', 'Car']",2
357886,"['Car', 'Car']",2
357887,['Heavy_Vehicles'],1
357888,"['Motorcycle', 'Car']",2
357889,"['Pedalcycle', 'Car']",2
357890,"['Car', 'Car']",2
357891,"['Pedalcycle', 'Car', 'Car']",3
357892,"['Car', 'Heavy_Vehicles']",2
357893,"['Car', 'Car', 'Car']",3
357894,"['Motorcycle', 'Car']",2
357895,"['Car', 'Car']",2
357896,"['Motorcycle', 'Car']",2
357897,['Car'],1
357898,"['Car', 'Car', 'Car', 'Car']",4
357899,"['Pedalcycle', 'Pedalcycle', 'Car']",3
357900,['Car'],1
357901,['Heavy_Vehicles'],1
357902,"['Car', 'Other']",2
357903,"['Car', 'Car']",2
357904,"['Car', 'Car']",2
357905,"['Car', 'Car']",2
357906,"['Motorcycle', 'Car']",2
357907,"['Pedalcycle', 'Car']",2
357908,"['Pedalcycle', 'Motorcycle']",2
357909,"['Car', 'Car']",2
357910,"['Motorcycle', 'Car']",2
357911,"['Car', 'Car']",2
357912,"['Pedalcycle', 'Car']",2
357913,"['Motorcycle', 'Car']",2
357914,"['Motorcycle', 'Car']",2
357915,['Motorcycle'],1
357916,"['Car', 'Car']",2
357917,"['Pedalcycle', 'Car']",2
357918,"['Car', 'Car']",2
357919,['Pedalcycle'],1
357920,"['Car', 'Car', 'Car']",3
357921,"['Car', 'Car', 'Car']",3
357922,['Car'],1
357923,"['Car', 'Car']",2
357924,"['Car', 'Car', 'Car', 'Car']",4
357925,['Car'],1
357926,['Motorcycle'],1
357927,"['Car', 'Car']",2
357928,"['Pedalcycle', 'Motorcycle']",2
357929,"['Pedalcycle', 'Car']",2
357930,"['Motorcycle', 'Car']",2
357931,"['Heavy_Vehicles', 'Car']",2
357932,['Motorcycle'],1
357933,"['Motorcycle', 'Car']",2
357934,"['Car', 'Car']",2
357935,"['Car', 'Heavy_Vehicles']",2
357936,"['Car', 'Heavy_Vehicles']",2
357937,"['Pedalcycle', 'Car']",2
357938,"['Car', 'Car', 'Car']",3
357939,"['Motorcycle', 'Car', 'Car']",3
357940,['Car'],1
357941,"['Car', 'Car', 'Car']",3
357942,"['Car', 'Car']",2
357943,"['Car', 'Car']",2
357944,"['Car', 'Car']",2
357945,['Car'],1
357946,"['Motorcycle', 'Car']",2
357947,"['Car', 'Car']",2
357948,"['Car', 'Car']",2
357949,"['Motorcycle', 'Motorcycle', 'Car']",3
357950,['Motorcycle'],1
357951,"['Pedalcycle', 'Heavy_Vehicles']",2
357952,"['Pedalcycle', 'Car']",2
357953,['Other'],1
357954,"['Pedalcycle', 'Car']",2
357955,"['Pedalcycle', 'Motorcycle']",2
357956,"['Motorcycle', 'Car']",2
357957,"['Car', 'Car']",2
357958,"['Motorcycle', 'Car']",2
357959,"['Car', 'Car']",2
357960,"['Motorcycle', 'Car']",2
357961,"['Car', 'Car', 'Car']",3
357962,"['Car', 'Other']",2
357963,"['Motorcycle', 'Car']",2
357964,"['Pedalcycle', 'Car']",2
357965,"['Motorcycle', 'Heavy_Vehicles']",2
357966,"['Car', 'Car']",2
357967,"['Motorcycle', 'Car']",2
357968,['Car'],1
357969,['Heavy_Vehicles'],1
357970,"['Car', 'Car']",2
357971,"['Car', 'Car', 'Car']",3
357972,['Car'],1
357973,"['Pedalcycle', 'Car']",2
357974,"['Car', 'Car']",2
357975,"['Pedalcycle', 'Car']",2
357976,['Car'],1
357977,"['Motorcycle', 'Car']",2
357978,"['Pedalcycle', 'Car']",2
357979,"['Motorcycle', 'Car']",2
357980,"['Motorcycle', 'Car']",2
357981,"['Car', 'Car', 'Car']",3
357982,"['Car', 'Car']",2
357983,"['Pedalcycle', 'Car']",2
357984,"['Motorcycle', 'Car']",2
357985,"['Car', 'Car']",2
357986,"['Car', 'Other']",2
357987,"['Motorcycle', 'Car']",2
357988,"['Car', 'Other']",2
357989,['Car'],1
357990,"['Car', 'Car']",2
357991,"['Car', 'Car']",2
357992,"['Car', 'Car']",2
357993,"['Car', 'Car', 'Car', 'Car']",4
357994,"['Pedalcycle', 'Car']",2
357995,['Car'],1
357996,"['Car', 'Car']",2
357997,"['Motorcycle', 'Car']",2
357998,"['Car', 'Car']",2
357999,['Heavy_Vehicles'],1
358000,"['Car', 'Car', 'Car', 'Car', 'Car']",5
358001,"['Pedalcycle', 'Car']",2
358002,"['Motorcycle', 'Car']",2
358003,"['Car', 'Heavy_Vehicles']",2
358004,"['Pedalcycle', 'Car']",2
358005,"['Car', 'Car']",2
358006,['Pedalcycle'],1
358007,"['Motorcycle', 'Car']",2
358008,"['Car', 'Car']",2
358009,"['Motorcycle', 'Car']",2
358010,"['Pedalcycle', 'Car']",2
358011,['Motorcycle'],1
358012,"['Motorcycle', 'Heavy_Vehicles']",2
358013,['Car'],1
358014,"['Pedalcycle', 'Car']",2
358015,"['Pedalcycle', 'Car']",2
358016,"['Pedalcycle', 'Pedalcycle', 'Car']",3
358017,['Heavy_Vehicles'],1
358018,['Car'],1
358019,"['Pedalcycle', 'Car']",2
358020,"['Car', 'Car']",2
358021,"['Pedalcycle', 'Pedalcycle', 'Pedalcycle', 'Pedalcycle', 'Pedalcycle', 'Car']",6
358022,"['Car', 'Car']",2
358023,"['Car', 'Car']",2
358024,"['Motorcycle', 'Car']",2
358025,"['Motorcycle', 'Car']",2
358026,"['Car', 'Car']",2
358027,"['Car', 'Heavy_Vehicles']",2
358028,"['Pedalcycle', 'Car']",2
358029,"['Car', 'Car']",2
358030,['Car'],1
358031,"['Car', 'Car']",2
358032,"['Pedalcycle', 'Car']",2
358033,"['Car', 'Car']",2
358034,"['Pedalcycle', 'Car']",2
358035,['Motorcycle'],1
358036,"['Motorcycle', 'Car']",2
358037,"['Pedalcycle', 'Car']",2
358038,"['Car', 'Car']",2
358039,"['Car', 'Car']",2
358040,"['Car', 'Car']",2
358041,['Pedalcycle'],1
358042,['Car'],1
358043,['Car'],1
358044,"['Car', 'Car']",2
358045,"['Car', 'Car', 'Car', 'Car']",4
358046,"['Motorcycle', 'Car', 'Car']",3
358047,"['Motorcycle', 'Car']",2
358048,"['Car', 'Car']",2
358049,['Car'],1
358050,['Car'],1
358051,['Motorcycle'],1
358052,"['Car', 'Car', 'Car']",3
358053,"['Car', 'Car']",2
358054,['Heavy_Vehicles'],1
358055,"['Pedalcycle', 'Car']",2
358056,['Car'],1
358057,"['Car', 'Other']",2
358058,"['Pedalcycle', 'Car']",2
358059,"['Pedalcycle', 'Car']",2
358060,"['Motorcycle', 'Car']",2
358061,['Car'],1
358062,"['Car', 'Car']",2
358063,['Car'],1
358064,['Car'],1
358065,"['Car', 'Car']",2
358066,['Car'],1
358067,"['Car', 'Car', 'Car']",3
358068,"['Motorcycle', 'Car']",2
358069,['Car'],1
358070,['Car'],1
358071,"['Car', 'Car']",2
358072,"['Motorcycle', 'Car', 'Car']",3
358073,"['Pedalcycle', 'Car']",2
358074,"['Motorcycle', 'Car']",2
358075,"['Car', 'Car']",2
358076,"['Pedalcycle', 'Motorcycle']",2
358077,"['Pedalcycle', 'Car']",2
358078,"['Car', 'Car']",2
358079,"['Pedalcycle', 'Car']",2
358080,"['Motorcycle', 'Car']",2
358081,"['Pedalcycle', 'Car']",2
358082,"['Car', 'Car']",2
358083,"['Pedalcycle', 'Car']",2
358084,"['Motorcycle', 'Car']",2
358085,"['Car', 'Car']",2
358086,['Motorcycle'],1
358087,"['Pedalcycle', 'Car']",2
358088,"['Pedalcycle', 'Car']",2
358089,"['Motorcycle', 'Motorcycle']",2
358090,"['Pedalcycle', 'Car', 'Car']",3
358091,"['Motorcycle', 'Car']",2
358092,['Heavy_Vehicles'],1
358093,"['Pedalcycle', 'Car']",2
358094,"['Car', 'Car']",2
358095,['Car'],1
358096,['Motorcycle'],1
358097,"['Car', 'Car']",2
358098,"['Motorcycle', 'Car']",2
358099,"['Car', 'Car']",2
358100,['Car'],1
358101,"['Car', 'Car']",2
358102,"['Car', 'Car']",2
358103,"['Car', 'Car']",2
358104,"['Pedalcycle', 'Heavy_Vehicles']",2
358105,"['Motorcycle', 'Car']",2
358106,"['Motorcycle', 'Car']",2
358107,"['Motorcycle', 'Car']",2
358108,['Car'],1
358109,['Car'],1
358110,"['Car', 'Car', 'Car', 'Car', 'Car', 'Car']",6
358111,"['Car', 'Car']",2
358112,"['Car', 'Car']",2
358113,"['Motorcycle', 'Car']",2
358114,"['Car', 'Car']",2
358115,"['Pedalcycle', 'Car']",2
358116,['Car'],1
358117,"['Car', 'Car']",2
358118,"['Car', 'Car']",2
358119,"['Motorcycle', 'Car']",2
358120,"['Car', 'Car']",2
358121,"['Pedalcycle', 'Car']",2
358122,"['Car', 'Car']",2
358123,"['Car', 'Car']",2
358124,"['Car', 'Car', 'Car']",3
358125,"['Car', 'Other']",2
358126,"['Car', 'Car', 'Heavy_Vehicles']",3
358127,['Car'],1
358128,"['Pedalcycle', 'Car']",2
358129,"['Car', 'Heavy_Vehicles']",2
358130,"['Pedalcycle', 'Car']",2
358131,"['Car', 'Car']",2
358132,"['Pedalcycle', 'Pedalcycle']",2
358133,"['Pedalcycle', 'Car']",2
358134,"['Heavy_Vehicles', 'Heavy_Vehicles']",2
358135,"['Car', 'Car']",2
358136,"['Motorcycle', 'Car']",2
358137,"['Car', 'Car']",2
358138,"['Car', 'Car']",2
358139,"['Motorcycle', 'Car']",2
358140,"['Car', 'Car']",2
358141,['Car'],1
358142,"['Car', 'Car', 'Car', 'Car', 'Car', 'Car']",6
358143,"['Car', 'Car']",2
358144,"['Car', 'Heavy_Vehicles']",2
358145,"['Car', 'Car']",2
358146,"['Car', 'Car']",2
358147,"['Motorcycle', 'Car']",2
358148,"['Car', 'Car']",2
358149,['Car'],1
358150,"['Motorcycle', 'Car']",2
358151,"['Car', 'Car']",2
358152,"['Motorcycle', 'Car']",2
358153,['Car'],1
358154,"['Motorcycle', 'Car']",2
358155,['Car'],1
358156,"['Motorcycle', 'Car']",2
358157,"['Motorcycle', 'Car']",2
358158,['Car'],1
358159,"['Car', 'Car']",2
358160,"['Pedalcycle', 'Car']",2
358161,['Car'],1
358162,"['Car', 'Car']",2
358163,"['Motorcycle', 'Car']",2
358164,"['Motorcycle', 'Car']",2
358165,['Motorcycle'],1
358166,"['Pedalcycle', 'Car']",2
358167,"['Car', 'Car']",2
358168,"['Motorcycle', 'Car']",2
358169,"['Car', 'Car']",2
358170,"['Car', 'Car', 'Car']",3
358171,"['Car', 'Heavy_Vehicles']",2
358172,"['Car', 'Car']",2
358173,['Car'],1
358174,"['Pedalcycle', 'Car']",2
358175,"['Motorcycle', 'Car']",2
358176,['Heavy_Vehicles'],1
358177,"['Pedalcycle', 'Heavy_Vehicles']",2
358178,"['Pedalcycle', 'Car']",2
358179,"['Motorcycle', 'Car']",2
358180,['Other'],1
358181,"['Motorcycle', 'Car']",2
358182,['Car'],1
358183,"['Pedalcycle', 'Car']",2
358184,['Car'],1
358185,"['Car', 'Car']",2
358186,['Motorcycle'],1
358187,"['Pedalcycle', 'Car']",2
358188,"['Motorcycle', 'Car']",2
358189,"['Car', 'Car', 'Car']",3
358190,['Car'],1
358191,"['Motorcycle', 'Car']",2
358192,"['Motorcycle', 'Car']",2
358193,['Car'],1
358194,['Pedalcycle'],1
358195,"['Pedalcycle', 'Car']",2
358196,"['Motorcycle', 'Car']",2
358197,['Car'],1
358198,"['Car', 'Car']",2
358199,"['Car', 'Car']",2
358200,"['Car', 'Other']",2
358201,"['Pedalcycle', 'Car']",2
358202,"['Motorcycle', 'Car']",2
358203,"['Pedalcycle', 'Pedalcycle', 'Car']",3
358204,"['Pedalcycle', 'Car', 'Car']",3
358205,"['Car', 'Car']",2
358206,['Car'],1
358207,"['Pedalcycle', 'Car']",2
358208,"['Pedalcycle', 'Car']",2
358209,"['Car', 'Car']",2
358210,"['Pedalcycle', 'Car']",2
358211,"['Car', 'Car']",2
358212,"['Car', 'Car']",2
358213,"['Car', 'Other']",2
358214,"['Car', 'Car']",2
358215,"['Motorcycle', 'Car']",2
358216,"['Pedalcycle', 'Car']",2
358217,"['Car', 'Car']",2
358218,['Heavy_Vehicles'],1
358219,['Car'],1
358220,['Motorcycle'],1
358221,"['Pedalcycle', 'Car']",2
358222,['Heavy_Vehicles'],1
358223,"['Car', 'Car']",2
358224,"['Car', 'Heavy_Vehicles']",2
358225,"['Car', 'Car']",2
358226,"['Car', 'Car']",2
358227,"['Car', 'Car']",2
358228,"['Pedalcycle', 'Car']",2
358229,"['Car', 'Heavy_Vehicles']",2
358230,"['Motorcycle', 'Car']",2
358231,['Pedalcycle'],1
358232,"['Pedalcycle', 'Pedalcycle']",2
358233,"['Car', 'Car']",2
358234,"['Pedalcycle', 'Car']",2
358235,"['Car', 'Car']",2
358236,"['Car', 'Car']",2
358237,"['Pedalcycle', 'Heavy_Vehicles']",2
358238,"['Car', 'Car']",2
358239,"['Motorcycle', 'Car']",2
358240,['Pedalcycle'],1
358241,['Car'],1
358242,['Car'],1
358243,"['Pedalcycle', 'Car']",2
358244,"['Pedalcycle', 'Other']",2
358245,"['Motorcycle', 'Car']",2
358246,['Car'],1
358247,"['Car', 'Car', 'Car']",3
358248,"['Motorcycle', 'Car', 'Heavy_Vehicles']",3
358249,"['Motorcycle', 'Car']",2
358250,"['Car', 'Heavy_Vehicles']",2
358251,['Motorcycle'],1
358252,"['Pedalcycle', 'Car']",2
358253,"['Car', 'Car']",2
358254,"['Car', 'Car', 'Car']",3
358255,"['Pedalcycle', 'Car']",2
358256,"['Motorcycle', 'Car']",2
358257,['Heavy_Vehicles'],1
358258,"['Car', 'Car']",2
358259,['Heavy_Vehicles'],1
358260,['Car'],1
358261,['Car'],1
358262,['Motorcycle'],1
358263,"['Motorcycle', 'Car']",2
358264,['Car'],1
358265,"['Car', 'Car']",2
358266,['Motorcycle'],1
358267,"['Car', 'Heavy_Vehicles']",2
358268,"['Car', 'Car']",2
358269,"['Pedalcycle', 'Car']",2
358270,"['Car', 'Car']",2
358271,"['Car', 'Car']",2
358272,['Car'],1
358273,"['Pedalcycle', 'Car']",2
358274,['Car'],1
358275,"['Motorcycle', 'Car']",2
358276,['Car'],1
358277,"['Pedalcycle', 'Car', 'Car']",3
358278,['Car'],1
358279,"['Car', 'Car']",2
358280,"['Pedalcycle', 'Car']",2
358281,"['Car', 'Car']",2
358282,"['Car', 'Car', 'Car']",3
358283,"['Pedalcycle', 'Car']",2
358284,"['Pedalcycle', 'Car']",2
358285,"['Pedalcycle', 'Heavy_Vehicles']",2
358286,"['Motorcycle', 'Car']",2
358287,['Car'],1
358288,['Car'],1
358289,"['Pedalcycle', 'Car']",2
358290,['Heavy_Vehicles'],1
358291,"['Car', 'Car']",2
358292,"['Pedalcycle', 'Car']",2
358293,['Pedalcycle'],1
358294,"['Pedalcycle', 'Car']",2
358295,"['Motorcycle', 'Car']",2
358296,"['Pedalcycle', 'Car']",2
358297,"['Car', 'Car']",2
358298,"['Motorcycle', 'Car']",2
358299,"['Car', 'Car']",2
358300,"['Car', 'Car', 'Car']",3
358301,"['Car', 'Heavy_Vehicles']",2
358302,"['Pedalcycle', 'Car']",2
358303,['Car'],1
358304,"['Motorcycle', 'Car']",2
358305,"['Motorcycle', 'Car']",2
358306,"['Car', 'Car', 'Car']",3
358307,"['Pedalcycle', 'Car']",2
358308,"['Motorcycle', 'Car']",2
358309,"['Car', 'Car', 'Heavy_Vehicles']",3
358310,"['Pedalcycle', 'Motorcycle']",2
358311,"['Pedalcycle', 'Motorcycle']",2
358312,['Heavy_Vehicles'],1
358313,"['Car', 'Car']",2
358314,['Car'],1
358315,"['Car', 'Car', 'Car']",3
358316,['Car'],1
358317,"['Car', 'Car']",2
358318,"['Motorcycle', 'Heavy_Vehicles']",2
358319,"['Pedalcycle', 'Car']",2
358320,"['Car', 'Other']",2
358321,"['Pedalcycle', 'Car']",2
358322,"['Pedalcycle', 'Car']",2
358323,['Car'],1
358324,"['Car', 'Car']",2
358325,['Pedalcycle'],1
358326,"['Motorcycle', 'Car']",2
358327,"['Pedalcycle', 'Heavy_Vehicles']",2
358328,"['Car', 'Car']",2
358329,"['Car', 'Car']",2
358330,"['Car', 'Car']",2
358331,"['Car', 'Car']",2
358332,['Car'],1
358333,"['Motorcycle', 'Car']",2
358334,"['Pedalcycle', 'Car']",2
358335,['Car'],1
358336,"['Car', 'Car']",2
358337,"['Car', 'Car']",2
358338,"['Motorcycle', 'Car', 'Car']",3
358339,"['Car', 'Other']",2
358340,"['Car', 'Car']",2
358341,"['Pedalcycle', 'Car']",2
358342,"['Motorcycle', 'Car']",2
358343,"['Pedalcycle', 'Car']",2
358344,['Other'],1
358345,['Car'],1
358346,['Car'],1
358347,['Car'],1
358348,"['Car', 'Car']",2
358349,['Car'],1
358350,"['Pedalcycle', 'Car']",2
358351,"['Car', 'Car']",2
358352,"['Pedalcycle', 'Car']",2
358353,"['Car', 'Heavy_Vehicles']",2
358354,"['Car', 'Heavy_Vehicles']",2
358355,"['Car', 'Car']",2
358356,['Car'],1
358357,"['Heavy_Vehicles', 'Car']",2
358358,['Car'],1
358359,['Heavy_Vehicles'],1
358360,['Car'],1
358361,"['Motorcycle', 'Car']",2
358362,"['Motorcycle', 'Car']",2
358363,"['Car', 'Heavy_Vehicles']",2
358364,"['Car', 'Car']",2
358365,"['Motorcycle', 'Car']",2
358366,['Car'],1
358367,['Car'],1
358368,"['Motorcycle', 'Car']",2
358369,"['Car', 'Car']",2
358370,"['Motorcycle', 'Car']",2
358371,['Car'],1
358372,"['Car', 'Car']",2
358373,"['Motorcycle', 'Car']",2
358374,['Car'],1
358375,"['Pedalcycle', 'Car']",2
358376,"['Car', 'Other']",2
358377,"['Car', 'Car']",2
358378,"['Motorcycle', 'Car', 'Heavy_Vehicles']",3
358379,['Car'],1
358380,"['Car', 'Car']",2
358381,"['Car', 'Car']",2
358382,['Car'],1
358383,"['Car', 'Car']",2
358384,"['Car', 'Car']",2
358385,"['Motorcycle', 'Car']",2
358386,"['Motorcycle', 'Car']",2
358387,"['Car', 'Car']",2
358388,['Car'],1
358389,['Car'],1
358390,"['Car', 'Car']",2
358391,"['Motorcycle', 'Car']",2
358392,['Car'],1
358393,"['Motorcycle', 'Car']",2
358394,"['Pedalcycle', 'Car']",2
358395,"['Pedalcycle', 'Car']",2
358396,['Car'],1
358397,"['Motorcycle', 'Other']",2
358398,['Car'],1
358399,['Car'],1
